Polaris SnoCross,PS,2000,Vicarious Visions,Racing,E,46.62
Imagine: Music Fest,DS,2009,Ubisoft,Simulation,E,15.82
Mat Hoffman's Pro BMX 2,GBA,2002,HotGen,Sports,E,14.68
Fist of the North Star: Ken's Rage,X360,2010,Koei,Action,M,36.79
Chaotic: Shadow Warriors,X360,2009,FUN Labs,Action,E10+,16.92
Digimon Battle Spirit 2,GBA,2003,Dimps Corporation,Fighting,E,50.08
Driven,PS2,2001,Bam Entertainment,Racing,T,15.01
James Noir's Hollywood Crimes,3DS,2011,Ubisoft,Adventure,T,27.85
Warhammer 40000: Fire Warrior,PS2,2003,Kuju Entertainment,Shooter,M,25
All-Pro Football 2K8,PS3,2007,Visual Concepts,Sports,E10+,11.9
Lufia: Curse of the Sinistrals,DS,2010,Neverland,Role-Playing,E10+,19.34
MTV Music Generator 2,PS2,2001,Jester Interactive,Misc,T,31.87
Mugen Souls,PS3,2012,Compile Heart/GCREST,Role-Playing,T,17.17
Ultimate Spider-Man,DS,2005,Vicarious Visions,Action,E10+,44.59
Burnout 2: Point of Impact,GC,2003,Criterion Games,Racing,E,49.88
Paris-Dakar Rally,PS2,2001,Broadsword Interactive,Racing,E,13.17
Bakugan Battle Brawlers: Defenders of the Core,PSP,2010,Now Production,Action,E10+,21.71
MotionSports: Adrenaline,PS3,2011,Ubisoft Vancouver,Sports,E,12.73
Atelier Iris: Eternal Mana,PS2,2004,Gust,Role-Playing,T,10.28
F.E.A.R. 3,PC,2011,Day 1 Studios,Shooter,M,51.07
Chessmaster: The Art of Learning,DS,2007,Ubisoft,Misc,E,29.87
Tak: The Great Juju Challenge,GC,2005,Avalanche Software,Platform,E,10.75
Fantasia: Music Evolved,XOne,2014,Harmonix Music Systems,Misc,E10+,10.72
Knockout Kings 2003,GC,2002,EA Sports,Sports,T,22.06
Bomberman,PSP,2006,Hudson,Puzzle,E,13.73
NCAA Football 2004,GC,2003,EA Sports,Sports,E,40.35
XGIII: Extreme G Racing,GC,2001,Acclaim,Racing,E,38.36
Digimon World 4,PS2,2005,Bandai,Role-Playing,E,54.78
Stormrise,X360,2009,Creative Assembly,Strategy,M,20.07
Scripps Spelling Bee,DS,2010,THQ,Simulation,E,50.57
Major League Baseball 2K11,Wii,2011,Visual Concepts,Sports,E,50.77
The Godfather: Blackhand Edition,Wii,2007,EA Redwood Shores,Adventure,M,22.93
Naruto: Powerful Shippuden,3DS,2012,Inti Creates,Platform,E10+,39.53
American Chopper,XB,2004,Creat Studios,Racing,T,27.69
The Adventures of Tintin: The Game,3DS,2011,Ubisoft Montpellier,Action,E10+,48.99
Dynasty Warriors 8,X360,2013,Omega Force,Action,T,40.42
Kingdom Under Fire: Heroes,XB,2005,Phantagram,Strategy,M,30.6
The Terminator: Dawn of Fate,XB,2002,Paradigm Entertainment,Action,T,18.52
Infected,PSP,2005,Planet Moon Studios,Shooter,M,51.3
Birds of Steel,X360,2012,Gaijin Entertainment,Simulation,T,30.43
Cars: Race-O-Rama,X360,2009,Incinerator Games,Racing,E,48.83
NBA Street Homecourt,PS3,2007,EA Canada,Sports,E,40.77
Darksiders II,PC,2012,Vigil Games,Action,M,54.88
Enthusia Professional Racing,PS2,2005,Konami,Racing,E,57.77
DiRT 3,PC,2011,Codemasters,Racing,T,46.93
NCAA GameBreaker 2001,PS2,2000,989 Sports,Sports,E,53.41
Get On Da Mic,PS2,2004,Artificial Mind and Movement,Misc,T,33.65
Darksiders II,WiiU,2012,Vigil Games,Action,M,29.38
Gunslingers,Wii,2010,Neko Entertainment,Shooter,T,50.2
Army Men: Sarge's War,GC,2004,3DO,Shooter,T,32.15
Block Party,Wii,2008,Activision,Misc,E10+,51.15
Little League World Series Baseball 2009,Wii,2009,Now Production,Sports,E,10.7
Arcade Zone,Wii,2009,Activision,Misc,E,42.43
Project Sylpheed: Arc of Deception,X360,2006,Game Arts/Seta Corporation,Shooter,T,47.85
Bigfoot: Collision Course,DS,2009,Destination Software,Racing,E,46.35
Frogger's Adventures: The Rescue,GC,2003,Konami,Platform,E,25.35
NHL 2K10,PS3,2009,Take-Two Interactive,Sports,E10+,22.57
Family Party: Fitness Fun,Wii,2010,Tamsoft,Sports,E10+,59.67
The Secret Saturdays: Beasts of the 5th Sun,PS2,2009,High Voltage Software,Action,E10+,39.97
Michael Jackson: The Experience,PSP,2010,Ubisoft,Misc,E10+,52.17
MLB Power Pros 2008,PS2,2008,Konami,Sports,E,26.84
Sonny with a Chance,DS,2010,Altron,Action,E,57.63
WordJong,DS,2007,Magellan Interactive,Puzzle,E,26.03
Tears to Tiara II: Heir of the Overlord,PS3,2013,Aqua Plus,Role-Playing,T,54.85
Puzzle Quest: Galactrix,DS,2009,Infinite Interactive,Puzzle,E10+,59.57
de Blob 2,X360,2011,Blue Tongue Entertainment,Platform,E10+,52.06
Disney's The Lion King: Simba's Mighty Adventure,PS,2000,Paradox Development,Action,E,14.77
Major League Baseball 2K10,DS,2010,Powerhead Games,Sports,E,17.24
Samurai Warriors: Katana,Wii,2007,Koei/Omega Force,Action,T,15.2
NBA 09: The Inside,PS3,2008,SCEA San Diego Studios,Sports,E,47.02
Kingdom of Paradise,PSP,2005,Climax Entertainment,Role-Playing,T,19.41
Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009,Racjin,Fighting,T,14.59
Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010,THQ,Action,E10+,53.19
Bleach: Dark Souls,DS,2007,Treasure,Fighting,T,51.55
Hot Wheels: Battle Force 5,DS,2009,Virtuos,Racing,E10+,48.12
Prince of Persia: The Sands of Time,GBA,2003,Ubisoft Montreal,Action,T,49.24
Zoids: Battle Legends,GC,2003,Tomy Corporation,Action,T,22.85
Ice Age 2: The Meltdown,DS,2006,Amaze Entertainment,Platform,E,31.92
Prince of Persia: The Forgotten Sands,DS,2010,Ubisoft Casablanca,Action,E10+,47.23
World Series Baseball 2K3,XB,2003,Blue Shift,Sports,E,41.05
Serious Sam,XB,2002,Croteam,Shooter,M,33.48
Bomberman,DS,2005,Racjin,Puzzle,E,30.05
Killer7,GC,2005,Grasshopper Manufacture,Action,M,26.78
Super Monkey Ball Adventure,GC,2006,TT Games,Platform,E,21.23
FIFA Soccer 2002,PS,2001,EA Sports,Sports,E,14.37
Street Fighter Anniversary Collection,XB,2004,Capcom,Fighting,T,26.71
Shadow Ops: Red Mercury,XB,2004,Zombie,Shooter,T,29.36
Indigo Prophecy,PS2,2005,Quantic Dream,Adventure,M,49.76
FIFA 06: Road to FIFA World Cup,X360,2005,EA Canada,Sports,E,51.21
NBA ShootOut 2001,PS2,2001,989 Sports,Sports,E,22.16
Final Fantasy XI: Vana'diel Collection 2008,X360,2007,Square Enix,Role-Playing,T,26.61
Farm Frenzy: Animal Country,DS,2009,City Interactive,Simulation,E,41.38
We Sing UK Hits,Wii,2011,Le Cortex,Misc,T,57.05
Samurai Shodown Anthology,PS2,2008,SNK Playmore,Fighting,T,56.55
Musashi: Samurai Legend,PS2,2005,Square Enix,Role-Playing,T,42.17
Build-A-Bear Workshop: Welcome to Hugsville,DS,2010,The Game Factory,Misc,E,23.67
LEGO The Hobbit,PSV,2014,TT Games,Action,E10+,20.03
Oreshika: Tainted Bloodlines,PSV,2014,Alfa System,Role-Playing,T,12.01
F1 2001,PS2,2001,EA Sports,Racing,E,12.12
Darksiders,PC,2010,Vigil Games,Action,M,42.08
Top Gun: Combat Zones,GC,2002,Titus Software,Simulation,E,39.95
NHL 09,PS2,2008,EA Canada,Sports,E10+,58.48
Fantastic Four: Rise of the Silver Surfer,PS3,2007,Visual Concepts,Action,T,11.21
All-Star Baseball 2003,GC,2002,Acclaim,Sports,E,11.8
Burger Island,Wii,2009,eGames,Action,E,39.94
Rocky,XB,2002,Rage Software,Fighting,T,45.63
Ford Racing 2,XB,2003,Razorworks Studios,Racing,E,12.3
Rock Band: Metal Track Pack,X360,2009,Harmonix Music Systems,Misc,T,13.97
Megamind: Ultimate Showdown,PS3,2010,THQ Australia,Action,E10+,41.99
Space Invaders Extreme,DS,2008,Taito Corporation,Shooter,E,40.65
Thor: God of Thunder,Wii,2011,Red Fly Studio,Action,T,38.29
Petz: Dogz Talent Show,DS,2009,Ubisoft Nagoya,Simulation,E,47.84
BloodRayne 2,XB,2004,Terminal Reality,Shooter,M,51.51
Jaws Unleashed,XB,2006,Appaloosa Interactive,Action,M,14.34
Star Trek: Voyager Elite Force,PS2,2001,Pipe Dream Interactive,Shooter,T,13.68
X-Men: The Official Game,GC,2006,Hypnos,Action,T,24.72
Brain Boost: Gamma Wave,DS,2005,Interchannel,Puzzle,E,32.93
All-Star Baseball 2003,GBA,2002,Software Creations,Sports,E,42.34
Major League Baseball 2K12,Wii,2012,Visual Concepts,Sports,E,28.43
187: Ride or Die,PS2,2005,Ubisoft,Racing,M,50.77
Battleborn,XOne,2016,Gearbox Software,Shooter,T,44.43
eJay Clubworld,PS2,1999,UDS,Misc,E,50.84
Geist,GC,2005,n-Space,Adventure,M,30.07
The King of Fighters XIV,PS4,2016,SNK Playmore,Fighting,T,30.69
Sword Art Online: Hollow Realization,PSV,2016,Bandai Namco Games,Role-Playing,T,13.19
The Incredibles: Rise of the Underminer,DS,2005,Helixe,Action,E10+,26.04
Street Fighter Alpha 3,GBA,2002,Crawfish Interactive,Fighting,T,36.64
Metal Gear Solid: Peace Walker HD Edition,PS3,2011,Genki/Kojima Productions,Action,T,56.65
Ridge Racer DS,DS,2004,Namco,Racing,E,44.9
High Velocity Bowling,PS3,2010,SCEA,Sports,E10+,43.81
LEGO Harry Potter Collection,PS4,2016,Warner Bros. Interactive Entertainment,Action,E10+,24.43
The Quest Trio,DS,2008,Activision,Puzzle,E,57.26
Brain Boost: Beta Wave,DS,2005,Interchannel,Puzzle,E,37.21
Shenmue II,DC,2001,Sega AM2,Adventure,T,21.86
Armored Core: For Answer,X360,2008,From Software,Simulation,T,22.95
Major League Baseball 2K8,PS2,2008,2K Sports,Sports,E,21.73
Capcom Classics Collection,XB,2005,Digital Eclipse,Misc,T,40.36
Fugitive Hunter: War on Terror,PS2,2003,Black Ops Entertainment,Shooter,M,54.43
The Incredible Hulk: Ultimate Destruction,GC,2005,Radical Entertainment,Action,T,40.04
Candace Kane's Candy Factory,Wii,2008,Destineer,Action,E,37.91
Prince of Persia: The Two Thrones,GC,2005,Ubisoft,Action,M,56.39
Blazing Angels 2: Secret Missions of WWII,PS3,2007,Ubisoft Romania,Simulation,T,25.56
Pac-Man World 3,XB,2005,Blitz Games,Platform,E,35.08
SNK Arcade Classics Vol. 1,PSP,2008,Terminal Reality,Misc,T,32.35
All-Star Baseball 2005,XB,1999,Acclaim,Sports,E,35.61
The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Falcom,Role-Playing,T,22.43
Backyard Sports: Sandlot Sluggers,Wii,2010,HB Studios Multimedia,Sports,E,27.57
Batman Begins,GC,2005,Eurocom Entertainment Software,Action,T,23.04
Nancy Drew: The White Wolf of Icicle Creek,Wii,2008,Her Interactive,Adventure,E,18.44
Toy Story Racer,PS,2001,Traveller's Tales,Racing,E,33.03
Disney's Donald Duck: Goin' Quackers,PS,2000,Ubisoft Shanghai,Platform,E,48.25
Ys: The Oath in Felghana,PSP,2010,Falcom,Role-Playing,T,17.73
Crash: Twinsanity,XB,2004,Traveller's Tales,Platform,E,15.75
Space Camp,DS,2009,7 Studios,Action,E,16.36
SpongeBob's Truth or Square,DS,2009,THQ/Altron,Action,E,12.11
Arena Football,XB,2006,EA Tiburon,Sports,E10+,47.55
Medal of Honor: Infiltrator,GBA,2003,Netherock Ltd.,Shooter,T,46.71
Lego Star Wars: The Force Awakens,WiiU,2016,TT Games,Action,E10+,39.24
Victorious: Hollywood Arts Debut,DS,2011,Behaviour Interactive,Misc,E,22.61
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008,Media Vision,Role-Playing,E,43.04
Super Monkey Ball Deluxe,XB,2005,Sega,Misc,E,27.61
Jurassic: The Hunted,Wii,2009,Activision,Shooter,T,54.93
The Cursed Crusade,X360,2011,Kylotonn,Action,M,17.47
Charm Girls Club: Pajama Party,Wii,2009,Electronic Arts,Misc,E,59.19
SpongeBob's Boating Bash,DS,2010,Firebrand Games,Misc,E,13.52
Earth Defense Force 2025,X360,2013,Sandlot,Shooter,M,11.46
NHL 2K10,X360,2009,Take-Two Interactive,Sports,E10+,16.82
Trivial Pursuit: Bet You Know It,Wii,2011,Electronic Arts,Misc,T,51.38
Tom Clancy's Ghost Recon,GC,2003,Red Storm Entertainment,Shooter,M,46.18
Pac-Man Party 3D,3DS,2011,Namco Bandai Games,Misc,E,24.71
Darkstalkers Chronicle: The Chaos Tower,PSP,2004,Capcom,Fighting,T,42.95
WWE '13,Wii,2012,THQ,Action,T,11.1
Mad Dash Racing,XB,2001,Crystal Dynamics,Racing,T,54.93
Bakugan Battle Brawlers: Defenders of the Core,X360,2010,Now Production,Action,E10+,26.19
Rayman Origins,3DS,2012,UBlart Montpellier,Platform,E10+,15.58
Summon Night 5,PSP,2013,Felistella,Role-Playing,T,50.2
Black * Rock Shooter: The Game,PSP,2011,Image Epoch/Imageepoch,Role-Playing,T,55.29
BMX XXX,PS2,2002,Z-Axis/Ltd.,Sports,M,54.75
Boktai: The Sun is in Your Hand,GBA,2003,KCEJ,Role-Playing,E,47.69
Guilty Gear X2 #Reload,XB,2004,Arc System Works,Fighting,T,35.03
ReCore,XOne,2016,Armature Studio/comcept,Action,T,53.21
Soldier of Fortune: Payback,PS3,2007,Cauldron Ltd.,Shooter,M,45.45
F1 2012,PC,2012,Codemasters,Racing,E,36.56
Elf: The Movie,GBA,2004,Human Soft,Action,E,47.81
MLB SlugFest 20-03,GC,2002,Gratuitous Games,Sports,E,42.13
Tiger Woods PGA Tour,DS,2004,Sensory Sweep,Sports,E,33.93
Ultimate Board Game Collection,Wii,2007,Jack of All Games,Misc,E,54.43
Grabbed by the Ghoulies,XB,2003,Rare Ltd.,Action,E,31.68
Cars: Mater-National Championship,X360,2007,Rainbow Studios,Racing,E,34.33
Shadow Hearts: From The New World,PS2,2005,Nautilus,Role-Playing,T,53.87
Rayman Raving Rabbids,DS,2007,Ubisoft Bulgaria,Misc,E,40.47
Terraria,PC,2011,Re-Logic,Action,T,40.46
CSI: 3 Dimensions of Murder,PS2,2007,Ubisoft Bulgaria,Adventure,M,30.02
Barbarian,PS2,2002,Saffire,Fighting,T,50.52
L.A. Rush,XB,2005,Midway,Racing,T,49.99
Rubik's World,Wii,2008,Two Tribes,Puzzle,E,42.8
Record of Agarest War 2,PS3,2010,Idea Factory/Compile Heart,Role-Playing,T,16.99
QuickSpot,DS,2006,Namco,Misc,E10+,37.88
Pipe Dreams 3D,PS,2001,Sick Puppies,Puzzle,E,34.55
Skylanders Giants,3DS,2012,n-Space,Action,E10+,15.05
Spider-Man: Friend or Foe,Wii,2007,Next Level Games,Action,E10+,19.2
Power Rangers: Super Legends,PS2,2007,Artificial Mind and Movement,Action,E10+,56.1
Jurassic: The Hunted,PS2,2009,Activision,Shooter,T,10.17
Fatal Frame,PS2,2001,Tecmo,Action,T,35.34
Rayman 3,GBA,2003,Ubisoft,Platform,E,10.78
BlazBlue: Chrono Phantasma Extend,PS4,2015,Arc System Works,Action,T,42.96
Wild ARMs 4,PS2,2005,Media Vision,Role-Playing,T,10.9
Ratatouille,GC,2007,Asobo Studio,Action,E,46.27
G.I. Joe: The Rise of Cobra,PS2,2009,Double Helix Games,Action,T,58.42
Casper: Spirit Dimensions,PS2,2001,Lucky Chicken,Platform,E,23.05
SafeCracker: The Ultimate Puzzle Adventure,DS,2009,Firehazard Studio,Puzzle,E,51.81
Geometry Wars: Galaxies,DS,2007,Kuju Entertainment,Shooter,E,18.74
Syndicate,PS3,2012,Starbreeze,Shooter,M,29.43
Adrenalin Misfits,X360,2010,Konami,Racing,E,11.6
Karaoke Revolution Glee: Volume 3,X360,2011,Hijinx Studios,Misc,T,29.11
Cave Story 3D,3DS,2011,Nicalis,Platform,E10+,56.65
Mega Man Powered Up,PSP,2006,Capcom,Platform,E,20.64
Balloon Pop,DS,2009,Tommo,Puzzle,E,52.28
Class of Heroes,PSP,2008,Zerodiv,Role-Playing,T,40.08
Second Sight,PS2,2004,Free Radical Design,Adventure,T,12.06
Heroes of Mana,DS,2007,Brownie Brown,Strategy,E10+,12.59
Alien: Isolation,PC,2014,Creative Assembly,Shooter,M,12.82
G.I. Joe: The Rise of Cobra,PSP,2009,Double Helix Games,Action,T,19.87
Just Cause 3,PC,2015,Avalanche Studios,Action,M,35.3
Monster House,PS2,2006,Artificial Mind and Movement,Adventure,E10+,36.55
Phantom Brave,PS2,2004,Nippon Ichi Software,Role-Playing,T,54.85
Thor: God of Thunder,X360,2011,Liquid Entertainment,Action,T,14.62
Championship Motocross 2001 featuring Ricky Carmichael,PS,2001,Funcom,Racing,T,27.67
Bejeweled 3,PS3,1999,PopCap,Puzzle,E,30.07
FIFA Soccer 2005,GC,2004,EA Canada,Sports,E,10.15
Harvest Moon: Hero of Leaf Valley,PSP,2009,Marvelous Entertainment,Simulation,E,24.74
Diner Dash: Flo on the Go,DS,2009,Zoo Games,Puzzle,E,58.4
Hexyz Force,PSP,2009,Sting,Role-Playing,T,42.39
Jonny Moseley Mad Trix,PS2,2001,3DO,Sports,T,15.6
MTV Music Generator 3: This Is the Remix,PS2,2004,Mix Max,Misc,T,47.33
Cake Mania 3,DS,2009,Sandlot Games/Digital Embryo,Simulation,E,51.74
Terminator 3: Rise of the Machines,XB,2003,Black Ops Entertainment,Action,T,17.98
SSX On Tour,XB,2005,EA Canada,Sports,E,15.06
NCAA College Basketball 2K3,XB,2002,Kush Games,Sports,E,31.15
Victorious Boxers: Revolution,Wii,2007,Cavia Inc.,Fighting,T,10.3
Farming Simulator 2013,PS3,2013,Giants Software,Simulation,E,34.39
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Microvision,Role-Playing,E10+,25.85
Doom,GBA,2001,David A. Palmer Productions,Shooter,T,14.61
PaRappa The Rapper 2,PS2,2001,NanaOn-Sha,Misc,E,22.58
Super Dodgeball Brawlers,DS,2008,Million,Sports,E,11.4
NFL Head Coach 09,PS3,2008,EA Tiburon,Sports,E,53.87
Hitman: Blood Money,XB,2006,Io Interactive,Action,M,16.49
PANGYA: Fantasy Golf,PSP,2009,Ntreev Soft,Sports,E10+,45.79
Fast Food Panic,DS,2010,Dorasu,Simulation,E,50.63
Pipe Mania,PS2,2008,Razorworks Studios,Puzzle,E,39.3
Metal Gear Solid V: Ground Zeroes,X360,2014,Kojima Productions,Action,M,41.12
Gretzky NHL 06,PSP,2005,Page 44 Studios,Sports,E10+,31.72
Kid Adventures: Sky Captain,Wii,2010,Torus Games,Action,E,13.69
NFL Blitz 20-03,XB,2002,Point of View,Sports,E,41.32
PaRappa The Rapper,PSP,2006,Epics,Misc,E,42
Pirates: The Legend of Black Kat,PS2,2002,Westwood Studios,Adventure,T,14.53
Fur Fighters: Viggo's Revenge,PS2,2001,Bizarre Creations,Action,T,42.05
Thor: God of Thunder,PS3,2011,Liquid Entertainment,Action,T,45.6
Skylanders Imaginators,PS4,2016,Toys for Bob,Platform,E10+,26.31
The Da Vinci Code,PS2,2006,Double Helix Games,Action,T,14.97
Ford Racing Off Road,PSP,2008,Razorworks,Racing,E,13.5
Chicken Shoot,DS,2007,FrontLine Studios,Action,E10+,48.44
Dead to Rights,GC,2002,Namco,Shooter,M,25.25
Scarface: The World is Yours,Wii,2007,Radical Entertainment,Action,M,23.43
Top Spin 4,Wii,2011,2K Games,Sports,E,10.31
Sphinx and the Cursed Mummy,GC,2003,Eurocom Entertainment Software,Action,T,56.86
Disney's Planes,Wii,2013,Behaviour Interactive,Simulation,E,11.11
MX vs. ATV Reflex,DS,2009,Rainbow Studios,Racing,E,32.46
Hero's Saga Laevatein Tactics,DS,2008,GungHo,Role-Playing,T,41.84
Cabela's Outdoor Adventures (2009),PS2,2009,Sand Grain Studios,Sports,T,28.63
Cranium Kabookii,Wii,2007,Ubisoft Quebec,Misc,E,56.49
Active Life Explorer,Wii,2010,h.a.n.d. Inc.,Sports,E,23.12
XCOM 2,PS4,2016,Firaxis Games,Strategy,T,44.57
Pro Evolution Soccer 2015,XOne,2014,Konami,Sports,E,34.34
Destruction Derby Raw,PS,2000,Studio 33,Racing,E,54.09
Risen 2: Dark Waters,X360,2012,Piranha Bytes,Role-Playing,M,45.21
World Tour Soccer 2003,PS2,2002,SCEE London Studio,Sports,E,23.9
Arctic Tale,DS,2007,Atomic Planet Entertainment,Adventure,E,36.23
Onimusha Essentials,PS2,2008,Capcom,Action,M,12.64
Ben 10 Galactic Racing,3DS,2011,Monkey Bar Games,Racing,E,11.34
ArmA II,PC,2009,Bohemia Interactive,Shooter,M,43.12
WWE 2K17,PS3,2016,Yuke's,Sports,T,28.27
Spyro: A Hero's Tail,XB,2004,Eurocom Entertainment Software,Platform,E,56.33
Cities: Skylines,PC,2015,Colossal Order,Simulation,E,19.81
Drawn to Life Collection,DS,2010,5TH Cell,Misc,E,56.53
Eternal Poison,PS2,2008,Flight-Plan,Role-Playing,T,32.59
Gretzky NHL 06,PS2,2005,Page 44 Studios,Sports,E10+,40.64
Gungrave: Overdose,PS2,2004,Seta Corporation,Shooter,M,25.66
Metal Slug Anthology,Wii,2006,Terminal Reality,Shooter,T,50.67
The Orange Box,PC,2007,Valve Software,Shooter,M,39.41
Shovel Knight,3DS,2015,Yacht Club Games,Platform,E,40.54
Pro Evolution Soccer 2015,X360,2014,Konami,Sports,E,23.92
NBA ShootOut 2002,PS,2001,989 Sports,Sports,E,35.12
Power Gig: Rise of the SixString,PS3,2010,Seven45 Studios,Misc,T,55.31
Mr. Driller: Drill Spirits,DS,2004,Namco,Puzzle,E,27.06
Baldur's Gate: Dark Alliance,GC,2002,High Voltage Software,Role-Playing,T,45.87
Dream Pinball 3D,Wii,2008,TopWare Interactive,Misc,E10+,58.64
Star Wars: Knights of the Old Republic,PC,2003,BioWare,Role-Playing,T,57.49
The Operative: No One Lives Forever,PS2,2002,Monolith Productions,Shooter,T,33.52
Monster House,GC,2006,Artificial Mind and Movement,Adventure,E10+,47.48
Backyard Sports: Sandlot Sluggers,DS,2010,Powerhead Games,Sports,E,32.41
Buck Fever,Wii,2009,Destineer,Sports,T,28.32
Cabela's African Safari,X360,2006,FUN Labs,Sports,T,28.49
Ecco the Dolphin: Defender of the Future,PS2,2002,Appaloosa Interactive,Adventure,E,38.92
Just Cause,X360,2006,Avalanche Studios,Action,M,34.79
Hot Wheels: Beat That!,Wii,2007,Eutechnyx,Racing,E,47.22
X-Blades,X360,2009,Gaijin Entertainment,Action,M,25.69
Odin Sphere: Leifthrasir,PSV,2016,Vanillaware,Role-Playing,T,59.66
Homefront: The Revolution,XOne,2016,Deep Silver Dambuster Studios,Shooter,M,48.51
Godzilla: Save the Earth,XB,2004,Pipeworks Software/Inc.,Fighting,T,43.27
Micro Machines,PS2,2002,Atari,Racing,E,54.96
TRINITY: Souls of Zill O'll,PS3,2010,Omega Force,Role-Playing,T,52.48
Asphalt: Urban GT 2,DS,2006,Virtuos,Racing,E10+,20
Virtua Tennis 4,Wii,2011,Sega,Sports,E,41.14
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,TOSE,Platform,E10+,50.26
Enclave,XB,2002,Starbreeze,Adventure,M,29.28
Wild ARMs XF,PSP,2007,Media Vision,Role-Playing,E10+,25.93
7 Days to Die,PS4,2016,The Fun Pimps Entertainment LLC,Action,M,35.51
Rayman Legends,PSV,2014,Ubisoft Montpellier,Platform,E10+,58.25
Dino Crisis 3,XB,2003,Capcom,Action,M,48.45
NFL Blitz 20-03,GC,2002,Point of View,Sports,E,12.14
Horse Life Adventures,Wii,2008,Neko Entertainment,Simulation,E,46.3
College Hoops 2K8,PS3,2007,Visual Concepts,Sports,E,10.9
Risen,PC,2009,Piranha Bytes,Role-Playing,M,36.66
Disney's Chicken Little,XB,2005,Avalanche Software,Platform,E10+,59.09
Transformers: Devastation,XOne,2015,PlatinumGames,Action,T,36.81
The Darkness II,PC,2012,Digital Extremes,Shooter,M,46.06
Age of Empires: Collector's Edition,PC,2000,Ensemble Studios,Strategy,T,40.13
Eragon,X360,2006,Stormfront Studios,Action,T,54.69
Dynasty Warriors 7: Empires,PS3,2012,Omega Force,Action,T,56.76
Super Puzzle Fighter II Turbo,PS,1996,Capcom,Puzzle,E,21.73
Star Wars: Jedi Power Battles,GBA,2002,HotGen,Action,T,10.37
Bejeweled 3,X360,1999,PopCap,Puzzle,E,55.45
Dead Island Definitive Collection,PS4,2016,Techland,Action,M,46.39
MySims Collection,Wii,2010,Full Fat,Misc,E,32.03
Master Jin Jin's IQ Challenge,DS,2006,Astroll,Misc,E,34.44
Blazing Angels 2: Secret Missions of WWII,X360,2007,Ubisoft Romania,Simulation,T,21.63
Rayman Arena,GC,2002,Ubisoft,Racing,E,52.7
How to Train Your Dragon,X360,2010,Etranges Libellules,Action,E10+,55.42
4x4 EVO 2,GC,2002,Terminal Reality,Racing,E,59.42
Battlefield: Hardline,PC,2015,Visceral Games,Shooter,M,23.56
Shining Soul,GBA,2002,Next Entertainment,Role-Playing,E,28.37
Brothers: A Tale of Two Sons,PS4,2015,Starbreeze,Adventure,T,56.54
Monster Lab,DS,2008,Backbone Entertainment,Role-Playing,E10+,28.71
Dead Rising 2,PC,2010,Blue Castle Games,Action,M,55.83
Fear Factor: Unleashed,GBA,2004,DC Studios,Action,T,45.83
Hard Rock Casino,PSP,2007,Farsight Studios,Misc,T,13.71
Robots,DS,2005,Griptonite Games,Action,E,11.15
Bust-A-Move Deluxe,PSP,2006,Taito Corporation,Puzzle,E,20.15
Murdered: Soul Suspect,PS3,2014,Airtight Games,Action,M,18.49
Pet Pals: Animal Doctor,Wii,2008,Legacy Interactive,Simulation,E10+,27.81
Heroes over Europe,X360,2009,Transmission Games,Simulation,T,43.71
Alvin and the Chipmunks,DS,2007,Sensory Sweep,Misc,E,50.37
Create,X360,2010,EA Bright Light,Action,E,47.22
UEFA Euro 2004: Portugal,PS2,2004,EA Canada,Sports,E,59.84
Happy Feet,Wii,2006,Artificial Mind and Movement,Action,E,11.34
Hot Wheels: World Race,GBA,2003,THQ,Racing,E,31.91
NBA Jam,XB,2003,Acclaim,Sports,E,33.53
World Tour Soccer 2002,PS2,2001,SCEE London Studio,Sports,E,26.78
NBA Ballers: Chosen One,PS3,2008,Midway,Sports,E,54.14
Nicktoons: MLB,Wii,2011,High Voltage Software,Sports,E,26.35
NCIS,X360,2011,Ubisoft,Adventure,T,52.08
Travel Games For Dummies,DS,2008,Electronic Arts,Misc,E,30.43
Apex,XB,2003,Milestone S.r.l,Racing,E,27.32
Persona 4: Arena Ultimax,PS3,2014,Arc System Works,Fighting,T,20.9
Tomb Raider: The Prophecy,GBA,2002,Ubisoft Milan,Action,T,21.37
Vampire Night,PS2,2001,Wow Entertainment,Shooter,T,12.73
Valhalla Knights: Eldar Saga,Wii,2009,K2/Kurogane,Role-Playing,T,15.72
Rio,PS3,2011,Eurocom Entertainment Software,Misc,E10+,57.63
World Championship Poker 2: Featuring Howard Lederer,PSP,2005,Crave,Misc,T,54.2
BIT.TRIP SAGA,3DS,2011,Gaijin Games,Misc,E,18.96
Where the Wild Things Are,DS,2009,WayForward,Platform,E,54.72
Metal Slug 7,DS,2008,SNK Playmore,Shooter,T,50.64
Call of Duty: Infinite Warfare,PC,2016,Infinity Ward,Shooter,M,32.06
Disney's Cinderella: Magical Dreams,GBA,1999,Culture Brain,Platform,E,45.22
MotoGP '06,X360,2006,Climax Group/Climax Studios,Racing,E,34.25
Tiger Woods PGA Tour 2005,GC,2004,EA Sports,Sports,E,45.38
