My Little Pony: Pinkie Pie's Party,DS,2008,THQ,Adventure,E,36.94
Major League Baseball 2K7,X360,2007,Kush Games,Sports,E,33.36
Persona Q: Shadow of the Labyrinth,3DS,2014,Atlus,Role-Playing,M,29.85
MLB 14: The Show,PS4,2014,SCEA San Diego Studios,Sports,E,11.99
X-Men: Mutant Academy 2,PS,2001,Paradox Development,Fighting,T,58.43
Kirby: Canvas Curse,DS,2005,HAL Labs,Platform,E,37.05
Madden NFL 10,Wii,2009,EA Tiburon,Sports,E,19.64
MLB 09: The Show,PS3,2009,SCEA San Diego Studios,Sports,E,41.2
Borderlands: The Pre-Sequel,X360,2014,2K Australia,Shooter,M,27.98
Madden NFL 11,Wii,1999,EA Tiburon,Sports,E,47.16
Super Monkey Ball Jr.,GBA,2002,Realism Ltd,Puzzle,E,28.68
The Witcher 3: Wild Hunt,PC,2015,CD Projekt Red Studio,Role-Playing,M,29.52
F1 2011,X360,2011,Codemasters,Racing,E,57.83
Mobile Suit Gundam: Encounters in Space,PS2,2003,Bandai,Simulation,T,49.38
MLB 10: The Show,PS3,2010,SCEA,Sports,E,48.85
MX vs. ATV Reflex,X360,2009,Rainbow Studios,Racing,E,33.67
Blur,PS3,2010,Bizarre Creations,Racing,E10+,45.11
Battlefield: Bad Company 2,PC,2010,EA DICE,Shooter,M,22.28
DiRT 3,X360,2011,Codemasters,Racing,T,32.72
The Lord of the Rings: The Two Towers,XB,2002,Stormfront Studios,Action,T,16.47
Madden NFL 2003,XB,2002,EA Tiburon,Sports,E,49.86
Skate,X360,2007,EA Black Box,Sports,T,45.5
iCarly,DS,2009,Human Soft,Adventure,E,30.92
XCOM: Enemy Unknown,PC,2012,Firaxis Games,Strategy,M,26.59
Ben 10: Protector of Earth,PSP,2007,High Voltage Software,Action,E10+,20.76
Virtua Fighter 4: Evolution,PS2,2003,Sega,Fighting,T,12.8
Crysis,PC,2007,Crytek,Shooter,M,41.47
Resident Evil: Survivor,PS,2000,Capcom,Action,M,13.62
The Sims 2: Castaway,DS,2007,Full Fat,Simulation,E,16.38
Super Trucks Racing,PS2,2002,Jester Interactive,Racing,E,18.66
Godzilla: Destroy All Monsters Melee,GC,2002,Pipeworks Software/Inc.,Fighting,T,52.58
Jeremy McGrath Supercross 2000,PS,2000,Acclaim,Racing,E,54.72
Silent Hill 3,PS2,2003,KCET,Action,M,18.07
Spyro: Enter the Dragonfly,GC,2002,Equinoxe,Platform,E,37.76
Scooby-Doo 2: Monsters Unleashed,GBA,2004,Altron,Action,E,45.99
Power Rangers: Dino Thunder,PS2,2004,Pacific Coast Power & Light,Action,E,21.11
Madden NFL 08,PSP,2007,EA Tiburon,Sports,E,57.74
Madden NFL 09,PSP,2008,EA Tiburon,Sports,E,33.84
NBA Live 09,X360,2008,EA Canada,Sports,E,13.29
Dragon Ball: Xenoverse 2,PS4,2016,Dimps Corporation,Action,T,54.96
Dynasty Warriors 6,PS3,2007,Koei/Omega Force,Action,T,14.14
NCAA Football 09,X360,2008,EA Tiburon,Sports,E,10.7
Doom 3: Resurrection of Evil,XB,2005,id Software/Nerve Software,Shooter,M,12.66
SSX,X360,2012,EA Canada,Sports,E,36.42
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007,Eighting/Genius Sonority Inc.,Role-Playing,T,55.33
Two Worlds,X360,2007,Reality Pump,Role-Playing,M,31.03
Tony Hawk's Underground,GC,2003,Neversoft Entertainment,Sports,T,10.21
Spider-Man 2,PSP,2005,Vicarious Visions,Action,T,32.38
NCAA Football 08,X360,2007,EA Sports,Sports,E,53.74
Skylanders: Trap Team,WiiU,2014,Toys for Bob,Action,E10+,51.76
Star Wars: Obi-Wan,XB,2001,LucasArts,Action,T,45.38
Ace Attorney Investigations: Miles Edgeworth,DS,2009,Capcom,Adventure,T,37.26
Kill.Switch,PS2,2003,Namco,Shooter,T,55.91
Catherine,PS3,2011,Atlus,Adventure,M,59.55
Madden NFL 2005,GC,2004,EA Tiburon,Sports,E,35.94
F-14 Tomcat,GBA,2001,Virtucraft,Action,E,25.34
SplashDown,PS2,2001,Rainbow Studios,Racing,E,38.06
Jade Empire,XB,2005,BioWare,Role-Playing,M,43.59
Infinite Undiscovery,X360,2008,Tri-Ace,Role-Playing,T,43
FIFA Soccer 11,DS,2010,EA Sports,Sports,E,20.68
Lego Star Wars: The Force Awakens,PS4,2016,TT Games,Action,E10+,10.43
NHL 12,X360,2011,Electronic Arts,Sports,E10+,51.92
Advance Wars,GBA,2001,Intelligent Systems,Strategy,E,51.39
NASCAR 2001,PS2,2000,EA Sports,Racing,E,48.04
WWE SmackDown vs. Raw 2011,PSP,2010,Yuke's,Fighting,T,34.37
Mafia,PS2,2004,Illusion Softworks,Action,M,36.91
Hannah Montana: The Movie,DS,2009,n-Space,Adventure,E,25.18
Ape Escape: On the Loose,PSP,2005,SCEA/Sims,Platform,E,55.66
Mobile Suit Gundam: Journey to Jaburo,PS2,2000,Bandai,Simulation,T,13.56
MLB 08: The Show,PS3,2008,SCEA San Diego Studios,Sports,E,31.16
TimeSplitters 2,PS2,2002,Free Radical Design,Shooter,T,27.69
Omerta: City of Gangsters,X360,2011,Kalypso,Simulation,T,30.44
Driver: San Francisco,X360,2011,Ubisoft Reflections,Racing,T,26.01
Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Nintendo,Adventure,E,28.48
Disney's Chicken Little,GBA,2005,Artificial Mind and Movement,Platform,E,57.43
James Bond 007: Blood Stone,PS3,2010,Bizarre Creations,Shooter,T,53.56
Metal Gear Solid: Portable Ops Plus,PSP,2007,Kojima Productions,Action,T,46.64
LEGO Rock Band,Wii,2009,TT Fusion,Misc,E10+,12.49
Halo 2 Multiplayer Map Pack,XB,2005,Bungie Software,Shooter,M,38.81
Mortal Kombat: Shaolin Monks,PS2,2005,Midway Studios - Los Angeles,Action,M,39.58
FIFA Soccer 13,Wii,2012,Electronic Arts,Action,E,50.85
The LEGO Movie Videogame,3DS,2014,TT Games,Action,E10+,20.87
MotionSports,X360,2010,Ubisoft Milan,Sports,T,15.23
MX vs. ATV Unleashed: On the Edge,PSP,2006,Rainbow Studios,Racing,E,20.47
Mario Pinball Land,GBA,2004,Fuse Games Limited,Misc,E,45
Dragon Ball Z: Budokai,GC,2003,Pyramid,Fighting,T,31.09
Plants vs. Zombies: Garden Warfare,XOne,2014,PopCap,Shooter,E10+,12.24
Need for Speed Rivals,XOne,2013,Ghost Games,Racing,E10+,56.56
The Sims 2: Apartment Pets,DS,2008,Full Fat,Simulation,E,20.36
Harry Potter and the Chamber of Secrets,GC,2002,Eurocom Entertainment Software,Action,E,24.53
Prince of Persia: The Forgotten Sands,PS3,2010,Ubisoft Montreal,Action,T,50.32
The Lord of the Rings: The Return of the King,GC,2003,Hypnos Entertainment,Action,T,10.39
The Sims: Medieval,PC,2011,The Sims Studio,Simulation,T,33.33
LEGO Batman 2: DC Super Heroes,DS,2012,TT Games,Action,E10+,21.89
Top Spin 4,PS3,2011,2K Czech,Sports,E,46.45
Baldur's Gate: Dark Alliance II,PS2,2004,Black Isle Studios,Role-Playing,T,25.25
Shark Tale,GBA,2004,Vicarious Visions,Action,E,50.1
IL-2 Sturmovik: Birds of Prey,PS3,2009,Gaijin Entertainment,Simulation,T,21.1
Test Drive Unlimited 2,X360,1999,Eden,Racing,T,29.3
World of Zoo,DS,2009,Blue Fang Games,Simulation,E,31.8
NBA Street Vol. 2,XB,2003,Electronic Arts,Sports,E,17.96
MX vs. ATV Untamed,X360,2007,Rainbow Studios,Racing,E,44.08
The Last Remnant,X360,2008,Square Enix,Role-Playing,M,55.99
NCAA Football 2005,XB,2004,EA Sports,Sports,E,37.25
The Sly Collection,PS3,2010,Sanzaru Games,Platform,E10+,34.68
Naruto: Clash of Ninja,GC,2003,Tomy Corporation,Fighting,T,10.68
Sniper Elite 3,PS4,2014,Rebellion,Shooter,M,53.38
Prince of Persia: The Two Thrones,PS2,2005,Ubisoft Montreal,Action,M,31.11
Hot Shots Golf: Open Tee 2,PSP,2007,Clap Hanz,Sports,E,51.21
Suikoden II,PS,1998,Konami,Role-Playing,T,14.72
Iron Man,PS3,2008,Secret Level,Action,T,16.49
FIFA Soccer 06,XB,2005,EA Canada,Sports,E,47.71
Fight Night 2004,XB,2004,EA Sports,Fighting,T,15.21
.hack//Mutation Part 2,PS2,2002,CyberConnect2,Role-Playing,T,30.46
Wolfenstein: The New Order,XOne,2014,MachineGames,Shooter,M,46.43
Cars: Mater-National Championship,DS,2007,Rainbow Studios,Racing,E,10.63
LEGO Harry Potter: Years 1-4,PSP,2010,TT Fusion,Action,E10+,49.68
Midway Arcade Treasures 2,PS2,2004,Backbone Entertainment,Misc,M,46.21
Kirby's Dream Collection: Special Edition,Wii,2012,HAL Labs,Action,E10+,49.88
Return to Castle Wolfenstein: Tides of War,XB,2003,Nerve Software,Shooter,M,45.93
RIFT,PC,2011,Trion Worlds,Role-Playing,T,35.42
Spider-Man 3,PS3,2007,Treyarch,Platform,T,48.77
Mass Effect,PC,2008,BioWare/Demiurge Studios,Role-Playing,M,17.39
The Evil Within,XOne,2014,Tango Gameworks,Action,M,15.88
Armored Core 3,PS2,2002,From Software,Simulation,T,46.15
Star Wars: Republic Commando,XB,2005,LucasArts,Shooter,T,30.51
The LEGO Movie Videogame,PS4,2014,TT Games,Action,E10+,19.74
Turok,PS3,2008,Propaganda Games,Action,M,59.64
Terraria,X360,2013,Engine Software,Action,T,39.9
Red Steel,Wii,2006,Ubisoft Paris,Shooter,T,12.46
Unreal Tournament III,PS3,2007,Epic Games,Shooter,M,33.85
Fossil Fighters: Champions,DS,2010,RED Entertainment/Artdink,Role-Playing,E,14.4
The Sims 3,DS,2010,Exient Entertainment,Simulation,E,37.05
The Chronicles of Narnia: The Lion/The Witch and The Wardrobe,GBA,1999,Amaze Entertainment,Action,E,44.59
Pro Pinball: Big Race USA,PS,1999,Cunning Developments,Simulation,E,37.49
NFL Street,XB,2004,EA Tiburon,Sports,E,42.81
Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,Square Enix,Role-Playing,E10+,11.99
Bakugan: Battle Brawlers,Wii,2009,Now Production,Action,E,35.75
Blazing Angels: Squadrons of WWII,PS3,2006,Ubisoft,Simulation,T,37.83
WWE SmackDown vs. RAW 2007,PSP,2006,Yuke's,Fighting,T,25.3
Skylanders: Trap Team,PS3,2014,Toys for Bob,Action,E10+,21.03
F1 2015,PS4,2015,Codemasters,Racing,E,29.34
Tony Hawk's Proving Ground,PS2,2007,Page 44 Studios,Sports,T,27.38
The Darkness,PS3,2007,Starbreeze,Shooter,M,50.48
Country Dance,Wii,2011,High Voltage Software,Misc,E10+,34.27
MLB 2004,PS2,2003,989 Sports,Sports,E,28.59
The Sims 3: High-End Loft Stuff,PC,2010,The Sims Studio,Simulation,T,33.71
Darkstone,PS,2001,Delphine Software International,Role-Playing,T,54.93
NCAA March Madness 2003,PS2,2002,NuFX,Sports,E,59.77
Finding Nemo,XB,2003,Traveller's Tales,Action,E,54.19
Thrillville,PS2,2006,Frontier Developments,Strategy,E10+,45.07
Lalaloopsy,DS,2011,Activision,Simulation,E,33.02
Madagascar,GC,2005,Toys for Bob,Platform,E10+,33.05
Castlevania: Lords of Shadow,X360,2010,Mercury Steam,Action,M,31.63
NHL 10,X360,2009,EA Canada,Sports,E10+,39.65
TV Show King Party,Wii,2008,Gameloft,Puzzle,T,41.37
Strawberry Shortcake: Summertime Adventure,GBA,2004,Gorilla Systems,Adventure,E,44.96
Street Fighter Anniversary Collection,PS2,2004,Capcom,Fighting,T,27.86
NHL 13,X360,2012,Electronic Arts,Sports,E10+,57.01
Napoleon: Total War,PC,2010,Creative Assembly,Strategy,T,11.79
Madden NFL 10,PSP,2009,EA Tiburon,Sports,E,37.65
Rayman Legends,WiiU,2013,Ubisoft Montpellier,Platform,E10+,26.8
The Sims: Bustin' Out,GC,2003,Maxis,Simulation,T,51.22
BioShock Infinite,PC,2013,Irrational Games,Shooter,M,24.25
Ratatouille,PSP,2007,Locomotive Games,Action,E,16.52
Lollipop Chainsaw,PS3,2012,Grasshopper Manufacture,Action,M,58.96
Tom Clancy's EndWar,PS3,2008,Ubisoft Shanghai,Strategy,T,57.81
Shrek: Hassle at the Castle,GBA,2002,TOSE,Action,E,13.94
Suikoden IV,PS2,2004,KCET,Role-Playing,T,36.65
Gods Eater Burst,PSP,2010,Shift/Bandai Namco Games,Action,T,18.04
Fist of the North Star: Ken's Rage,PS3,2010,Koei/Omega Force,Action,M,21.93
Plants vs. Zombies: Garden Warfare,PS3,2014,PopCap,Shooter,E10+,57.44
Disney's Kim Possible 2: Drakken's Demise,GBA,2004,Artificial Mind and Movement,Platform,E,16.3
One Piece: Pirate Warriors 2,PS3,2013,Omega Force,Action,T,47.66
Brothers In Arms: Road to Hill 30,XB,2005,Gearbox Software,Shooter,M,34.99
LEGO Harry Potter: Years 5-7,DS,1999,Traveller's Tales,Action,E10+,15.4
LEGO Jurassic World,XOne,2015,TT Games,Action,E10+,38.28
Kung Fu Panda,PS2,2008,Xpec,Action,E10+,42.97
Freedom Wars,PSV,2014,Dimps Corporation/SCE Japan Studio,Role-Playing,T,46.08
Shaun White Snowboarding,PS3,2008,Ubisoft Montreal,Sports,T,21.38
Radiata Stories,PS2,2005,Tri-Ace,Role-Playing,T,14.32
The Biggest Loser: Challenge,Wii,2010,Blitz Games Studios,Sports,E,18.37
F-Zero GX,GC,2003,Amusement Vision,Racing,T,35.08
Disney's Chicken Little,PS2,2005,Avalanche Software,Platform,E10+,23.15
Scene It? Box Office Smash,X360,2008,Krome Studios/Screenlife Games,Misc,T,14.02
Yoshi Topsy-Turvy,GBA,2004,Artoon,Platform,E,47.3
Monster Jam: Maximum Destruction,PS2,2002,Ubisoft,Racing,T,48.64
Tiger Woods PGA Tour 09,PS3,2008,EA Tiburon,Sports,E,35.04
Mortal Kombat,PSV,2012,NetherRealm Studios,Fighting,M,51.85
Tiger Woods PGA Tour 09,X360,2008,EA Tiburon,Sports,E,34.72
Advance Wars 2: Black Hole Rising,GBA,2003,Intelligent Systems,Strategy,E,30.45
Wario: Master of Disguise,DS,2007,Suzak,Platform,E10+,44.74
The Last Story,Wii,2011,Mistwalker/Artoon,Role-Playing,T,29.64
Drakengard,PS2,2003,Cavia Inc.,Role-Playing,M,40.04
Champions: Return to Arms,PS2,2005,Snowblind Studios,Role-Playing,T,51.58
Harry Potter and the Goblet of Fire,PS2,2005,Electronic Arts,Action,E10+,53.07
MX vs. ATV Untamed,PSP,2007,Rainbow Studios,Racing,E,20.72
Tiger Woods PGA Tour 10,X360,2009,EA Tiburon,Sports,E,42.14
007: Quantum of Solace,Wii,2008,Treyarch,Action,T,18.93
Wall-E,PSP,2008,Heavy Iron Studios,Platform,E,59.95
Farming Simulator 17,PC,2016,Giants Software,Simulation,E,56.32
Crafting Mama,DS,2010,Cooking Mama Limited,Simulation,E,41.48
Borderlands 2,PSV,2014,Iron Galaxy Studios,Shooter,M,58.62
Harry Potter and the Half-Blood Prince,PS2,2009,EA Bright Light,Action,E10+,51.95
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Vicarious Visions,Platform,E,24.06
Assassin's Creed IV: Black Flag,PC,2013,Ubisoft,Action,M,12.32
Need For Speed: Undercover,Wii,2008,Exient Entertainment,Racing,T,50.69
Spyro: A Hero's Tail,PS2,2004,Eurocom Entertainment Software,Platform,E,36.34
Crash: Twinsanity,PS2,2004,Traveller's Tales,Platform,E,45.47
The LEGO Movie Videogame,WiiU,2014,TT Games,Action,E10+,44.74
Max Payne 2: The Fall of Max Payne,XB,2003,Remedy Entertainment,Shooter,M,32.95
Metal Gear Solid V: The Phantom Pain,PS3,2015,Kojima Productions/Moby Dick Studio,Action,M,15.19
Drawn to Life: The Next Chapter,DS,2009,5TH Cell,Puzzle,E,11.75
GoldenEye: Rogue Agent,PS2,2004,EA LA,Shooter,T,24.68
WWE 2K15,X360,2014,Yuke's,Sports,T,51.42
Star Ocean: First Departure,PSP,2007,TOSE,Role-Playing,T,20.11
James Bond 007: Everything or Nothing,XB,2004,EA Redwood Shores,Shooter,T,28.46
X2: Wolverine's Revenge,PS2,2003,GenePool,Platform,T,30.34
NBA Live 06,XB,2005,EA Canada,Sports,E,35.16
Rayman 3D,3DS,2011,Ubisoft Casablanca,Platform,E,28.84
Football Manager 2014,PC,2013,Sports Interactive,Sports,E,29.84
TimeSplitters 2,XB,2002,Free Radical Design,Shooter,T,46.3
Onimusha: Dawn of Dreams,PS2,2006,Capcom,Action,M,26.8
Sengoku Basara: Samurai Heroes,PS3,2010,Capcom,Action,T,51.11
Stuntman: Ignition,X360,2007,Paradigm Entertainment,Racing,T,33.85
Real Heroes: Firefighter,Wii,2009,Epicenter Studios,Action,E10+,33.23
Dishonored 2,PS4,2016,Arkane Studios,Action,M,19.91
Up,DS,2009,Altron,Action,E,37.03
Konami Collector's Series: Arcade Advanced,GBA,2002,KCEA,Misc,E,18.32
The Crew,XOne,2014,Ubisoft Reflections/Ivory Tower,Racing,T,47.29
Dragon Ball: Raging Blast 2,X360,2010,Spike,Fighting,T,19.33
NHL 13,PS3,2012,Electronic Arts,Sports,E10+,54.64
Dead or Alive 5,PS3,2012,Team Ninja,Fighting,M,15.02
Evolve,XOne,2015,Turtle Rock Studios,Shooter,M,58.35
Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Adrenium,Platform,E,31.32
Lost Planet: Extreme Condition,PS3,2008,Capcom,Shooter,T,20.19
X-Men Legends II: Rise of Apocalypse,PS2,2005,Raven Software,Role-Playing,T,38.19
LittleBigPlanet 3,PS3,2014,Sumo Digital,Platform,E,17.34
SingStar Queen,PS2,2009,SCEE London Studio,Misc,T,41.52
LEGO Star Wars II: The Original Trilogy,X360,2006,Traveller's Tales,Action,E10+,44.27
Disney Sing It: Party Hits,Wii,2010,Disney Interactive Studios,Misc,E,24.79
Rock Band 3,Wii,2010,Backbone Entertainment,Misc,T,32.68
Dragon Age II,PC,2011,BioWare,Action,M,30.95
Tony Hawk's Pro Skater 2x,XB,2001,Treyarch,Sports,T,48.59
NBA Live 08,PS3,2007,EA Canada,Sports,E,28.05
FIFA Soccer 2003,XB,2002,EA Canada,Sports,E,42.82
The Lord of the Rings: Conquest,X360,2009,Pandemic Studios,Action,T,47.14
Far Cry 4,PC,2014,Ubisoft Montreal,Shooter,M,46.63
NASCAR 06: Total Team Control,PS2,2005,EA Sports,Racing,E,46.91
Iron Man,PSP,2008,Artificial Mind and Movement,Action,T,22.57
White Knight Chronicles II,PS3,2010,Level 5,Role-Playing,T,47.41
Juiced 2: Hot Import Nights,X360,2007,Juice Games,Racing,T,14.01
Wolfenstein,PS3,2009,id Software/Raven Software,Shooter,M,29.74
The Walking Dead: Survival Instinct,X360,2013,Terminal Reality,Shooter,M,44.27
The Sims 3: Generations,PC,2011,The Sims Studio,Simulation,T,23.52
Ape Escape 2,PS2,2002,SCE Japan Studio,Platform,E,14.94
Sega Rally Revo,PS3,2007,SEGA Racing Studio,Racing,E,52.37
Shin Megami Tensei: Persona 3 FES,PS2,2007,Atlus Co.,Role-Playing,M,29.55
FIFA Soccer 2002,PS2,2001,EA Sports,Sports,E,28.14
Angry Birds Trilogy,3DS,2012,Exient Entertainment,Action,E,43.68
Condemned 2: Bloodshot,X360,2008,Monolith Productions,Action,M,13.16
Okami,PS2,2006,Clover Studio,Action,T,41.28
Shin Megami Tensei: Persona 3 Portable,PSP,2009,Atlus,Role-Playing,M,42.58
Crash of the Titans,PSP,2007,SuperVillain Studios,Action,E10+,27.37
NHL 2001,PS,2000,Page 44 Studios,Sports,E,33.76
Crysis 3,PC,2013,Crytek,Shooter,M,18.54
Buzz Lightyear of Star Command,PS,2000,Traveller's Tales,Platform,E,58.57
NHL 16,PS4,2015,EA Sports/EA Canada,Sports,E10+,39.56
Namco Museum,GC,2002,Mass Media,Misc,E,21.92
Cabela's Big Game Hunter (2008),Wii,2007,MagicWand,Sports,T,38.84
Tony Hawk's Project 8,PS3,2006,Neversoft Entertainment,Sports,T,51.57
Ghostbusters: The Video Game,X360,2009,Terminal Reality,Action,T,31.64
XCOM: Enemy Unknown,X360,2012,Firaxis Games,Strategy,M,11.43
Metal Gear Solid 2: Substance,XB,1999,KCEJ,Action,M,38.18
Tony Hawk's American Wasteland,XB,2005,Neversoft Entertainment,Sports,T,20.87
Wild ARMs 3,PS2,2002,Media Vision/Contrail,Role-Playing,T,45.03
Family Feud: 2010 Edition,Wii,2009,Ludia Inc.,Misc,E,32.63
Madden NFL 07,GC,2006,EA Tiburon,Sports,E,48.54
LEGO Jurassic World,3DS,2015,TT Games,Action,E10+,26.05
Tiger Woods PGA Tour 2004,XB,2003,EA Sports,Sports,E,27.53
Test Drive Unlimited 2,PS3,1999,Eden,Racing,T,53.31
Tak 2: The Staff of Dreams,PS2,2004,Avalanche Software,Platform,E,10.35
Just Dance 3,PS3,2011,Ubisoft,Misc,E10+,15.17
LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Traveller's Tales,Action,E10+,32.89
Donkey Kong Barrel Blast,Wii,2007,Paon Corporation,Racing,E,29.6
The Princess and the Frog,DS,2009,Griptonite Games,Platform,E,33.43
Viewtiful Joe,GC,2003,Clover Studio,Action,T,29.61
The Urbz: Sims in the City,GBA,2004,Griptonite Games,Simulation,E,27.9
Guitar Hero: Metallica,PS3,2009,Neversoft Entertainment,Misc,T,19.34
Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000,Toys for Bob,Platform,E,30.08
Strike Force Bowling,PS2,2004,Lab Rats Games,Sports,E,51.81
Red Steel 2,Wii,2010,Ubisoft Paris,Shooter,T,42.55
XGRA: Extreme G-Racing Association,PS2,2004,Acclaim Studios Cheltenham,Racing,T,26.8
Mafia III,XOne,2016,Hangar 13,Action,M,20.57
Prince of Persia: The Forgotten Sands,X360,2010,Ubisoft Montreal,Action,T,42.09
Warriors Orochi 3,PS3,2011,Omega Force,Action,T,32.15
Tomb Raider III: Adventures of Lara Croft,PC,1998,Core Design Ltd.,Action,T,10.46
DJ Hero 2,Wii,2010,FreeStyleGames,Misc,T,15.59
Tiger Woods PGA Tour 12: The Masters,X360,2011,Electronic Arts,Sports,E,38.47
Battle of Giants: Dragons,DS,2009,Ubisoft Quebec,Strategy,E10+,19.73
Wall-E,X360,2008,Heavy Iron Studios,Platform,E,34.38
Harry Potter and the Half-Blood Prince,DS,2009,EA Bright Light,Action,E,49.29
NieR,PS3,2010,Cavia Inc.,Role-Playing,M,27.38
2014 FIFA World Cup Brazil,PS3,2014,EA Canada,Sports,E,41.54
NBA 2K9,PS3,2008,Visual Concepts,Sports,E,21.15
SpongeBob's Atlantis SquarePantis,Wii,2007,THQ,Action,E,18.39
NFL Fever 2003,XB,2002,Microsoft Game Studios,Sports,E,20.77
Samurai Warriors 2,PS2,2006,Omega Force,Action,T,44.14
Wet,PS3,2009,Artificial Mind and Movement,Shooter,M,15.47
Cooking Mama 4: Kitchen Magic!,3DS,2011,Cooking Mama Limited,Simulation,E,58.16
Scribblenauts: Unlimited,3DS,2012,5TH Cell,Action,E10+,59.54
The Black Eyed Peas Experience,Wii,2011,Ubisoft Quebec,Misc,T,54.69
Fire Emblem: Shadow Dragon,DS,2008,Intelligent Systems,Role-Playing,E10+,44.45
Plants vs. Zombies: Garden Warfare,PS4,2014,PopCap,Shooter,E10+,55.03
Metroid Prime: Trilogy,Wii,2009,Retro Studios,Shooter,T,32.25
Robotech: Battlecry,PS2,2002,Vicious Cycle,Shooter,T,50.92
Dora the Explorer: Super Spies,GBA,2004,Cinegroupe,Platform,E,24.39
Disney Universe,PS3,2011,Eurocom Entertainment Software,Action,E10+,14.52
Advance Wars: Days of Ruin,DS,1999,Intelligent Systems,Strategy,E10+,19.16
Jak and Daxter: The Lost Frontier,PSP,2009,High Impact Games,Platform,E10+,19.65
Texas Hold 'Em Poker,GBA,2004,Skyworks Technologies,Misc,E,33.62
Time Crisis 3,PS2,2003,Namco,Shooter,T,41.64
WWE SmackDown vs. Raw 2010,PSP,2009,Yuke's,Fighting,T,43.93
Vanquish,PS3,2010,PlatinumGames,Shooter,M,31.21
Tearaway,PSV,2013,Media Molecule,Adventure,E,43.65
Half-Life 2,XB,2005,Valve Software,Shooter,M,29.11
Tony Hawk: RIDE,X360,2009,Robomodo,Sports,E10+,10.9
Borderlands: The Pre-Sequel,PS3,2014,2K Australia,Shooter,M,44.97
Major League Baseball 2K8,X360,2008,Kush Games,Sports,E,45.55
Sacred 2: Fallen Angel,PS3,2009,Ascaron Entertainment GmbH/Ascaron Entertainment,Role-Playing,M,12.71
pro evolution soccer 2011,X360,2010,Konami,Sports,E,55.84
Major League Baseball 2K9,X360,2009,2K Sports,Sports,E,43.68
Final Fantasy IV Advance,GBA,2005,TOSE,Role-Playing,E10+,14.81
Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Spike,Fighting,T,19.06
Madden NFL 2003,GBA,2002,BudCat,Sports,E,10.92
Harry Potter and the Goblet of Fire,GBA,2005,Magic Pockets,Action,E,34.36
Dragon Ball Z: Buu's Fury,GBA,2004,Webfoot Technologies,Action,E,39.41
Madden NFL 2002,GC,2001,EA Sports,Sports,E,29.15
Spider-Man: Mysterio's Menace,GBA,2001,Vicarious Visions,Action,E,11.17
MySims Racing,DS,2009,EA Games,Racing,E,58.17
Naruto: Ultimate Ninja,PS2,2003,CyberConnect2,Fighting,T,52.58
Pac-Man Party,Wii,2010,TOSE,Misc,E10+,29.6
Cabela's Monster Buck Hunter,Wii,2010,FUN Labs,Sports,T,38.3
Tony Hawk's Underground,GBA,2003,Vicarious Visions,Sports,E,30.03
Monster Trucks,GBA,2004,Skyworks Technologies,Racing,E,30.8
World of Zoo,Wii,2009,Blue Fang Games,Simulation,E,55.11
Shadow The Hedgehog,PS2,2005,Sonic Team,Platform,E10+,24.49
Wave Race: Blue Storm,GC,2001,Nintendo,Racing,E,55.2
Aliens: Colonial Marines,PS3,2013,Gearbox Software,Shooter,M,33.63
Backyard Wrestling: Don't Try This at Home,PS2,2003,Paradox Development,Fighting,M,47.59
Yakuza: Dead Souls,PS3,2011,Ryu ga Gotoku Studios,Shooter,M,33.3
Fight Night Round 2,XB,2005,EA Sports,Fighting,T,34.75
Dead Island: Riptide,PS3,2013,Techland,Action,M,45.9
Just Dance 2015,X360,2014,Ubisoft,Misc,E10+,34.84
Kinect Sports Rivals,XOne,2014,Microsoft Game Studios,Sports,E10+,24.68
NBA 2K8,PS2,2007,Visual Concepts,Sports,E,33.02
Dynasty Warriors 8,PS3,2013,Omega Force,Action,T,27.57
Disney Infinity,WiiU,2013,Avalanche Software,Action,E10+,14.91
Secret Agent Clank,PS2,2009,Sanzaru Games,Platform,E10+,56.28
Call of Juarez: Bound in Blood,X360,2009,Techland,Shooter,M,51.27
Fighters Uncaged,X360,2010,Ubisoft,Fighting,T,26.12
Rayman Arena,PS2,2001,Ubisoft,Racing,E,59.68
Jaws Unleashed,PS2,2006,Appaloosa Interactive,Action,M,59.25
Half-Life,PS2,2001,Gearbox Software,Shooter,M,31.29
NASCAR Heat 2002,PS2,2001,Monster Games Inc.,Racing,E,58.16
Split/Second,X360,2010,Black Rock Studio,Racing,E10+,33.42
The Golden Compass,DS,2007,Artificial Mind and Movement,Action,E10+,51.98
The Golden Compass,Wii,1999,Shiny Entertainment,Action,E10+,53.76
Muramasa: The Demon Blade,Wii,2009,Vanillaware,Role-Playing,T,50.95
Littlest Pet Shop: Garden,DS,2008,Electronic Arts,Simulation,E,44.97
Okami,Wii,2008,Ready at Dawn,Action,T,32.29
LEGO The Hobbit,PS4,2014,TT Games,Action,E10+,36.72
WWE 2K17,PS4,2016,Yuke's,Sports,T,32.15
